Transaction_ID,Customer_ID,Amount,Type,Method,Status,Fraud_Flag,Date
53,2743,1762.36,Withdrawal,NetBanking,Success,0,2024-01-03 04:00:00
54,1731,1419.57,Withdrawal,UPI,Success,0,2024-01-03 05:00:00
55,2935,1267.72,Withdrawal,NetBanking,Failed,0,2024-01-03 06:00:00
56,2213,4533.34,Withdrawal,Wallet,Success,0,2024-01-03 07:00:00
57,2411,5159.69,Deposit,Wallet,Success,0,2024-01-03 08:00:00
58,1428,1342.51,Withdrawal,UPI,Success,0,2024-01-03 09:00:00
59,1857,9794.16,Transfer,NetBanking,Success,0,2024-01-03 10:00:00
60,2307,2585.08,Transfer,UPI,Success,0,2024-01-03 11:00:00
61,2887,4593.82,Withdrawal,UPI,Pending,1,2024-01-03 12:00:00
62,1236,2170.53,Withdrawal,Card,Failed,0,2024-01-03 13:00:00
63,2217,4944.29,Deposit,NetBanking,Success,0,2024-01-03 14:00:00
64,2310,7562.61,Deposit,Card,Success,0,2024-01-03 15:00:00
65,1770,5215.81,Transfer,UPI,Success,0,2024-01-03 16:00:00
66,1757,2863.63,Transfer,Card,Failed,0,2024-01-03 17:00:00
67,1135,2491.48,Payment,Card,Success,0,2024-01-03 18:00:00
68,1791,7591.75,Transfer,Card,Success,0,2024-01-03 19:00:00
69,2806,1191.2,Payment,Wallet,Success,0,2024-01-03 20:00:00
70,1170,3705.97,Withdrawal,Wallet,Success,1,2024-01-03 21:00:00
71,1158,1523.31,Withdrawal,Card,Success,1,2024-01-03 22:00:00
72,1200,2587.18,Withdrawal,NetBanking,Success,0,2024-01-03 23:00:00
73,2510,1535.31,Transfer,Wallet,Success,0,2024-01-04 00:00:00
74,2580,8868.86,Transfer,Card,Failed,0,2024-01-04 01:00:00
75,1961,7321.72,Withdrawal,UPI,Success,0,2024-01-04 02:00:00
76,2799,5613.66,Deposit,Wallet,Success,0,2024-01-04 03:00:00
77,1582,2252.01,Withdrawal,UPI,Success,0,2024-01-04 04:00:00
78,2527,5107.17,Payment,Card,Success,0,2024-01-04 05:00:00
79,1875,5213.12,Deposit,Card,Failed,0,2024-01-04 06:00:00
80,1370,5908.13,Deposit,Card,Success,0,2024-01-04 07:00:00
81,1102,610.25,Transfer,UPI,Success,0,2024-01-04 08:00:00
82,2001,9729.29,Transfer,Wallet,Success,0,2024-01-04 09:00:00
83,2148,4659.74,Payment,Card,Success,0,2024-01-04 10:00:00
84,2336,9266.05,Withdrawal,NetBanking,Success,0,2024-01-04 11:00:00
85,1975,107.98,Withdrawal,Card,Success,0,2024-01-04 12:00:00
86,1797,2483.11,Transfer,Wallet,Failed,0,2024-01-04 13:00:00
87,2481,1048.92,Transfer,Wallet,Success,0,2024-01-04 14:00:00
88,2253,7698.47,Withdrawal,NetBanking,Success,0,2024-01-04 15:00:00
89,1657,3208.05,Deposit,Card,Success,0,2024-01-04 16:00:00
90,1881,8406.52,Payment,Wallet,Success,0,2024-01-04 17:00:00
91,2220,8325.53,Payment,Wallet,Failed,0,2024-01-04 18:00:00
92,2908,6681.27,Payment,Wallet,Success,0,2024-01-04 19:00:00
93,1732,6661.16,Transfer,UPI,Success,0,2024-01-04 20:00:00
94,1422,7004.6,Deposit,Wallet,Success,0,2024-01-04 21:00:00
95,1571,6740.9,Payment,Wallet,Success,0,2024-01-04 22:00:00
96,2633,3875.21,Deposit,UPI,Success,0,2024-01-04 23:00:00
97,1170,6831.45,Transfer,Card,Success,0,2024-01-05 00:00:00
98,2405,8975.1,Transfer,NetBanking,Success,0,2024-01-05 01:00:00
99,1172,3332.41,Withdrawal,UPI,Success,0,2024-01-05 02:00:00
100,1662,9449.44,Deposit,UPI,Success,0,2024-01-05 03:00:00
101,1452,145.68,Deposit,UPI,Success,0,2024-01-05 04:00:00
102,1349,3497.33,Deposit,Wallet,Success,0,2024-01-05 05:00:00
103,2925,1329.66,Withdrawal,Card,Success,0,2024-01-05 06:00:00
104,2975,1274.93,Payment,Card,Success,0,2024-01-05 07:00:00
105,2657,8156.14,Payment,Card,Success,0,2024-01-05 08:00:00
106,1493,9184.5,Transfer,NetBanking,Success,0,2024-01-05 09:00:00
107,1619,7779.8,Withdrawal,Card,Success,0,2024-01-05 10:00:00
108,2027,9766.39,Deposit,NetBanking,Success,0,2024-01-05 11:00:00
109,2116,2171.13,Withdrawal,Wallet,Failed,0,2024-01-05 12:00:00
110,1918,1416.59,Transfer,Card,Success,0,2024-01-05 13:00:00
111,1005,5211.83,Payment,NetBanking,Failed,0,2024-01-05 14:00:00
112,1287,8292.09,Payment,Wallet,Success,0,2024-01-05 15:00:00
113,2641,407.99,Transfer,Wallet,Success,0,2024-01-05 16:00:00
114,2169,9955.7,Withdrawal,NetBanking,Success,0,2024-01-05 17:00:00
115,2806,6026.44,Transfer,Wallet,Failed,0,2024-01-05 18:00:00
116,2447,9789.63,Deposit,Wallet,Success,0,2024-01-05 19:00:00
117,2913,3657.17,Deposit,Card,Failed,0,2024-01-05 20:00:00
118,1607,4585.66,Transfer,NetBanking,Success,0,2024-01-05 21:00:00
119,1456,7526.09,Deposit,Wallet,Success,0,2024-01-05 22:00:00
120,2764,7929.08,Deposit,UPI,Success,0,2024-01-05 23:00:00
121,2225,2338,Payment,UPI,Success,1,2024-01-06 00:00:00
122,2235,9298.71,Withdrawal,Wallet,Success,0,2024-01-06 01:00:00
123,2029,8675.56,Payment,Card,Success,0,2024-01-06 02:00:00
124,1623,191.87,Payment,UPI,Success,0,2024-01-06 03:00:00
125,1375,1294.4,Withdrawal,Card,Pending,0,2024-01-06 04:00:00
126,2914,4966.01,Payment,Wallet,Success,0,2024-01-06 05:00:00
127,1446,4614.95,Deposit,NetBanking,Success,0,2024-01-06 06:00:00
128,1834,7086.82,Transfer,Wallet,Success,0,2024-01-06 07:00:00
129,2129,906.22,Transfer,Wallet,Success,0,2024-01-06 08:00:00
130,2674,6452.1,Withdrawal,UPI,Success,0,2024-01-06 09:00:00
131,1810,6167.54,Transfer,NetBanking,Success,0,2024-01-06 10:00:00
132,2424,2343.86,Transfer,Card,Success,0,2024-01-06 11:00:00
133,2119,5428.52,Transfer,Card,Success,0,2024-01-06 12:00:00
134,2411,2229.85,Transfer,NetBanking,Success,0,2024-01-06 13:00:00
135,1958,1477.76,Payment,Card,Success,0,2024-01-06 14:00:00
136,2475,5735.62,Deposit,UPI,Pending,0,2024-01-06 15:00:00
137,1848,9774.97,Deposit,Wallet,Failed,0,2024-01-06 16:00:00
138,1808,2376.96,Transfer,Card,Success,0,2024-01-06 17:00:00
139,1978,3559.81,Withdrawal,UPI,Failed,0,2024-01-06 18:00:00
140,2924,2573.17,Payment,Card,Success,0,2024-01-06 19:00:00
141,1415,2671.93,Transfer,UPI,Success,0,2024-01-06 20:00:00
142,1725,4047.88,Transfer,Card,Failed,0,2024-01-06 21:00:00
143,2527,7021.54,Withdrawal,Card,Success,0,2024-01-06 22:00:00
144,1453,397.66,Payment,NetBanking,Success,0,2024-01-06 23:00:00
145,2314,9571.67,Transfer,NetBanking,Failed,0,2024-01-07 00:00:00
146,2557,472.34,Withdrawal,UPI,Success,0,2024-01-07 01:00:00
147,2216,8813.72,Payment,NetBanking,Success,0,2024-01-07 02:00:00
148,1149,8944.84,Payment,Wallet,Success,0,2024-01-07 03:00:00
149,2903,5249.65,Transfer,NetBanking,Pending,0,2024-01-07 04:00:00
150,1758,1378.6,Withdrawal,UPI,Pending,0,2024-01-07 05:00:00
151,1778,5655.81,Withdrawal,NetBanking,Success,0,2024-01-07 06:00:00
152,1972,6290.04,Transfer,UPI,Failed,0,2024-01-07 07:00:00
153,1762,8579.01,Transfer,Wallet,Success,0,2024-01-07 08:00:00
154,2001,5513.44,Transfer,UPI,Success,0,2024-01-07 09:00:00
155,2538,4112.99,Withdrawal,UPI,Success,0,2024-01-07 10:00:00
156,2416,8384.53,Payment,Wallet,Success,0,2024-01-07 11:00:00
157,2339,9809.71,Transfer,Wallet,Success,0,2024-01-07 12:00:00
158,1075,6454.58,Deposit,UPI,Success,0,2024-01-07 13:00:00
159,1598,8745.13,Deposit,Card,Success,0,2024-01-07 14:00:00
160,2293,5991.36,Transfer,Card,Pending,0,2024-01-07 15:00:00
161,1224,6900.98,Deposit,UPI,Success,0,2024-01-07 16:00:00
162,2553,6884.79,Payment,NetBanking,Success,0,2024-01-07 17:00:00
163,1112,7050.82,Payment,UPI,Success,0,2024-01-07 18:00:00
164,1250,3216.92,Deposit,UPI,Success,0,2024-01-07 19:00:00
165,2256,5760.86,Withdrawal,NetBanking,Failed,1,2024-01-07 20:00:00
166,1840,5945.41,Transfer,Wallet,Success,0,2024-01-07 21:00:00
167,2814,3157.57,Withdrawal,UPI,Failed,0,2024-01-07 22:00:00
168,1713,3505.03,Payment,Card,Failed,0,2024-01-07 23:00:00
169,2106,7624.85,Deposit,Wallet,Success,0,2024-01-08 00:00:00
170,1124,5831.41,Transfer,Wallet,Success,0,2024-01-08 01:00:00
171,2198,1500.62,Deposit,UPI,Pending,0,2024-01-08 02:00:00
172,2092,8377.99,Deposit,Card,Success,0,2024-01-08 03:00:00
173,2070,8832.31,Withdrawal,NetBanking,Failed,0,2024-01-08 04:00:00
174,1883,4666.75,Withdrawal,NetBanking,Success,0,2024-01-08 05:00:00
175,2279,2096.99,Deposit,NetBanking,Success,0,2024-01-08 06:00:00
176,2750,9476.59,Payment,Card,Success,0,2024-01-08 07:00:00
177,1029,8823.87,Transfer,Wallet,Success,0,2024-01-08 08:00:00
178,1280,2451.37,Deposit,Wallet,Success,0,2024-01-08 09:00:00
179,1923,964.98,Deposit,UPI,Success,0,2024-01-08 10:00:00
180,2260,4412.13,Deposit,Wallet,Success,0,2024-01-08 11:00:00
181,2271,6767.21,Deposit,Wallet,Success,0,2024-01-08 12:00:00
182,1367,1762.13,Withdrawal,NetBanking,Success,0,2024-01-08 13:00:00
183,1494,5136.99,Withdrawal,NetBanking,Success,0,2024-01-08 14:00:00
184,2048,4259.9,Payment,NetBanking,Success,0,2024-01-08 15:00:00
185,2609,8906.61,Transfer,Wallet,Success,0,2024-01-08 16:00:00
186,1717,4301.37,Deposit,UPI,Success,0,2024-01-08 17:00:00
187,2513,5342.43,Payment,Wallet,Success,0,2024-01-08 18:00:00
188,2016,9553.31,Withdrawal,UPI,Success,0,2024-01-08 19:00:00
189,2517,3003.92,Transfer,Wallet,Failed,0,2024-01-08 20:00:00
190,2337,2897.02,Payment,Card,Failed,0,2024-01-08 21:00:00
191,1605,7997.95,Transfer,Wallet,Pending,0,2024-01-08 22:00:00
192,1374,2782.61,Transfer,Card,Success,0,2024-01-08 23:00:00
193,1638,8320.34,Transfer,UPI,Success,0,2024-01-09 00:00:00
194,2960,964.4,Withdrawal,Wallet,Success,0,2024-01-09 01:00:00
195,2048,1121.5,Deposit,Wallet,Failed,0,2024-01-09 02:00:00
196,2357,9014.22,Transfer,UPI,Success,0,2024-01-09 03:00:00
197,2378,5412.71,Payment,NetBanking,Success,0,2024-01-09 04:00:00
198,1115,7190.95,Transfer,NetBanking,Success,0,2024-01-09 05:00:00
199,1047,2260.64,Transfer,Card,Success,0,2024-01-09 06:00:00
200,2761,1671.08,Withdrawal,Wallet,Success,0,2024-01-09 07:00:00
201,2801,8351.19,Payment,NetBanking,Success,0,2024-01-09 08:00:00
202,1098,3592.65,Transfer,UPI,Success,0,2024-01-09 09:00:00
203,2482,4555.78,Withdrawal,UPI,Success,0,2024-01-09 10:00:00
204,2546,289.44,Withdrawal,Wallet,Success,0,2024-01-09 11:00:00
205,2620,3864.95,Deposit,Card,Success,0,2024-01-09 12:00:00
206,1404,7706.67,Deposit,UPI,Success,0,2024-01-09 13:00:00
207,2237,8214.54,Deposit,Wallet,Success,0,2024-01-09 14:00:00
208,1684,6990.56,Transfer,Card,Failed,0,2024-01-09 15:00:00
209,1902,6924.88,Transfer,NetBanking,Success,0,2024-01-09 16:00:00
210,1502,5067.33,Transfer,Wallet,Failed,0,2024-01-09 17:00:00
211,2744,5387.91,Withdrawal,Card,Success,0,2024-01-09 18:00:00
212,2471,7428.89,Transfer,UPI,Failed,0,2024-01-09 19:00:00
213,1893,2480.54,Withdrawal,NetBanking,Success,0,2024-01-09 20:00:00
214,2599,2322.86,Payment,UPI,Success,0,2024-01-09 21:00:00
215,1257,9499.75,Transfer,UPI,Success,1,2024-01-09 22:00:00
216,1843,286.62,Payment,NetBanking,Success,0,2024-01-09 23:00:00
217,1120,1403.26,Deposit,Wallet,Success,0,2024-01-10 00:00:00
218,1809,5707.62,Payment,Wallet,Success,0,2024-01-10 01:00:00
219,1977,7380.97,Payment,Wallet,Success,0,2024-01-10 02:00:00
220,1053,5383.53,Withdrawal,UPI,Success,0,2024-01-10 03:00:00
221,2018,3557.09,Withdrawal,UPI,Success,1,2024-01-10 04:00:00
222,2354,9779.98,Withdrawal,Wallet,Failed,0,2024-01-10 05:00:00
223,1783,7041.49,Withdrawal,Wallet,Failed,0,2024-01-10 06:00:00
224,1240,8315.59,Deposit,NetBanking,Success,0,2024-01-10 07:00:00
225,2778,412.07,Payment,UPI,Success,0,2024-01-10 08:00:00
226,2553,2366.84,Deposit,Card,Success,0,2024-01-10 09:00:00
227,1482,3747.97,Deposit,Wallet,Success,0,2024-01-10 10:00:00
228,2012,1834.19,Withdrawal,Wallet,Success,0,2024-01-10 11:00:00
229,1186,738.26,Payment,UPI,Pending,0,2024-01-10 12:00:00
230,2881,2258.67,Payment,Wallet,Pending,0,2024-01-10 13:00:00
231,1655,5341.02,Deposit,Wallet,Success,0,2024-01-10 14:00:00
232,1261,6960.5,Withdrawal,UPI,Success,0,2024-01-10 15:00:00
233,1952,7742.47,Deposit,Wallet,Success,0,2024-01-10 16:00:00
234,2387,438.93,Payment,NetBanking,Success,0,2024-01-10 17:00:00
235,1490,4285.58,Withdrawal,Card,Success,0,2024-01-10 18:00:00
236,1430,1230.89,Deposit,UPI,Success,0,2024-01-10 19:00:00
237,1238,4317.69,Payment,NetBanking,Success,0,2024-01-10 20:00:00
238,1303,4345.42,Transfer,UPI,Pending,0,2024-01-10 21:00:00
239,1297,4987.13,Withdrawal,UPI,Success,0,2024-01-10 22:00:00
240,1075,8929.38,Payment,UPI,Failed,0,2024-01-10 23:00:00
241,2723,8052.9,Withdrawal,Card,Success,0,2024-01-11 00:00:00
242,2356,6370.84,Payment,NetBanking,Success,0,2024-01-11 01:00:00
243,2923,8855.22,Withdrawal,Card,Success,0,2024-01-11 02:00:00
244,1998,6787.9,Transfer,UPI,Success,0,2024-01-11 03:00:00
245,2781,8190.36,Deposit,Wallet,Success,0,2024-01-11 04:00:00
246,1641,5642.15,Deposit,Card,Failed,0,2024-01-11 05:00:00
247,2497,5256.93,Deposit,Wallet,Success,0,2024-01-11 06:00:00
248,1826,7243.73,Transfer,UPI,Success,0,2024-01-11 07:00:00
249,2946,206.7,Withdrawal,Wallet,Success,0,2024-01-11 08:00:00
250,1282,6906.87,Withdrawal,Card,Success,0,2024-01-11 09:00:00
251,1590,9345.84,Payment,NetBanking,Success,0,2024-01-11 10:00:00
252,1071,7142.28,Payment,Wallet,Success,0,2024-01-11 11:00:00
253,2286,377.57,Withdrawal,Card,Success,0,2024-01-11 12:00:00
254,1702,3785.08,Transfer,NetBanking,Success,0,2024-01-11 13:00:00
255,2902,8097.72,Transfer,UPI,Success,0,2024-01-11 14:00:00
256,2910,9586.5,Deposit,NetBanking,Success,0,2024-01-11 15:00:00
257,2965,3707.93,Deposit,UPI,Success,0,2024-01-11 16:00:00
258,1574,8413.53,Deposit,Card,Success,0,2024-01-11 17:00:00
259,1999,8639.46,Withdrawal,Card,Success,0,2024-01-11 18:00:00
260,1891,1241.63,Payment,NetBanking,Success,0,2024-01-11 19:00:00
261,1011,8459.43,Withdrawal,Card,Success,0,2024-01-11 20:00:00
262,1140,3249.26,Withdrawal,Card,Success,0,2024-01-11 21:00:00
263,2789,5936.44,Transfer,UPI,Success,0,2024-01-11 22:00:00
264,2578,5394.23,Transfer,Card,Success,0,2024-01-11 23:00:00
265,1016,6633.91,Payment,Wallet,Success,0,2024-01-12 00:00:00
266,2086,7407.24,Payment,UPI,Success,0,2024-01-12 01:00:00
267,1252,4414.4,Withdrawal,Wallet,Success,0,2024-01-12 02:00:00
268,1464,8884.23,Withdrawal,NetBanking,Success,0,2024-01-12 03:00:00
269,1375,8096.89,Withdrawal,Wallet,Success,0,2024-01-12 04:00:00
270,2827,7856.36,Withdrawal,Card,Success,0,2024-01-12 05:00:00
271,1980,4587.89,Transfer,NetBanking,Success,0,2024-01-12 06:00:00
272,1519,385.35,Deposit,Card,Success,0,2024-01-12 07:00:00
273,2860,4927.64,Deposit,NetBanking,Success,0,2024-01-12 08:00:00
274,1089,8985.47,Deposit,NetBanking,Failed,0,2024-01-12 09:00:00
275,1719,1912.6,Payment,UPI,Success,0,2024-01-12 10:00:00
276,1803,9826.1,Payment,Wallet,Success,0,2024-01-12 11:00:00
277,1795,8078.83,Payment,Card,Success,0,2024-01-12 12:00:00
278,1629,7101.2,Payment,NetBanking,Pending,0,2024-01-12 13:00:00
279,2884,6774.83,Transfer,UPI,Pending,0,2024-01-12 14:00:00
280,2198,5874.39,Withdrawal,NetBanking,Success,0,2024-01-12 15:00:00
281,1075,7209.5,Payment,Wallet,Success,0,2024-01-12 16:00:00
282,2636,4224.84,Deposit,NetBanking,Success,0,2024-01-12 17:00:00
283,1925,8454.43,Payment,Wallet,Success,0,2024-01-12 18:00:00
284,2686,6966.5,Deposit,NetBanking,Success,0,2024-01-12 19:00:00
285,1399,7714.82,Withdrawal,Wallet,Failed,0,2024-01-12 20:00:00
286,2805,7926.95,Transfer,Card,Success,0,2024-01-12 21:00:00
287,1969,929.78,Transfer,Wallet,Failed,0,2024-01-12 22:00:00
288,2094,565.85,Payment,Wallet,Failed,0,2024-01-12 23:00:00
289,2203,8011.85,Payment,Card,Success,0,2024-01-13 00:00:00
290,2147,2601.25,Deposit,Wallet,Success,0,2024-01-13 01:00:00
291,2404,5823.88,Payment,NetBanking,Success,0,2024-01-13 02:00:00
292,2316,4442.67,Transfer,NetBanking,Success,0,2024-01-13 03:00:00
293,1796,230.17,Payment,NetBanking,Success,0,2024-01-13 04:00:00
294,1194,412.41,Deposit,Card,Success,0,2024-01-13 05:00:00
295,2934,8272.98,Withdrawal,Wallet,Success,0,2024-01-13 06:00:00
296,1227,6080.7,Transfer,Wallet,Success,0,2024-01-13 07:00:00
297,2454,5243.19,Transfer,NetBanking,Success,0,2024-01-13 08:00:00
298,2965,9444.08,Withdrawal,Wallet,Success,0,2024-01-13 09:00:00
299,2459,1739.42,Withdrawal,NetBanking,Success,1,2024-01-13 10:00:00
300,2810,2587.13,Transfer,NetBanking,Success,0,2024-01-13 11:00:00
301,1460,7569.82,Deposit,NetBanking,Success,0,2024-01-13 12:00:00
302,1617,7754.6,Deposit,Card,Failed,0,2024-01-13 13:00:00
303,2044,4054.92,Payment,UPI,Success,0,2024-01-13 14:00:00
304,1063,9510.27,Deposit,UPI,Success,0,2024-01-13 15:00:00
305,1164,9383.16,Transfer,Wallet,Success,0,2024-01-13 16:00:00
306,1026,133.97,Payment,NetBanking,Success,0,2024-01-13 17:00:00
307,2334,1731.56,Deposit,UPI,Success,0,2024-01-13 18:00:00
308,2011,8203.99,Withdrawal,UPI,Success,0,2024-01-13 19:00:00
309,1284,3358.81,Deposit,Wallet,Success,0,2024-01-13 20:00:00
310,2683,963.67,Payment,Card,Success,0,2024-01-13 21:00:00
311,1280,7852.14,Withdrawal,Wallet,Success,0,2024-01-13 22:00:00
312,1837,4551.29,Payment,Wallet,Success,0,2024-01-13 23:00:00
313,1830,4929.18,Payment,NetBanking,Success,0,2024-01-14 00:00:00
314,2187,1871.83,Withdrawal,Card,Pending,0,2024-01-14 01:00:00
315,2921,6612.34,Payment,Wallet,Success,0,2024-01-14 02:00:00
316,1917,5516.9,Transfer,UPI,Success,0,2024-01-14 03:00:00
317,1223,2074.66,Payment,UPI,Success,1,2024-01-14 04:00:00
318,1783,3409.91,Transfer,Wallet,Success,0,2024-01-14 05:00:00
319,2169,5972.82,Withdrawal,NetBanking,Success,1,2024-01-14 06:00:00
320,1964,9249.47,Payment,NetBanking,Success,0,2024-01-14 07:00:00
321,1949,9204.56,Deposit,Wallet,Success,0,2024-01-14 08:00:00
322,2891,2886.18,Payment,Card,Success,0,2024-01-14 09:00:00
323,2053,7358.85,Transfer,NetBanking,Success,0,2024-01-14 10:00:00
324,1044,7757.44,Transfer,UPI,Success,0,2024-01-14 11:00:00
325,2810,8090.14,Deposit,Card,Success,0,2024-01-14 12:00:00
326,1470,5711.92,Withdrawal,Wallet,Success,0,2024-01-14 13:00:00
327,1033,114.97,Transfer,Card,Success,0,2024-01-14 14:00:00
328,1652,7619.15,Transfer,NetBanking,Success,0,2024-01-14 15:00:00
329,2450,1074.91,Transfer,NetBanking,Pending,0,2024-01-14 16:00:00
330,1829,1177.55,Payment,UPI,Success,0,2024-01-14 17:00:00
331,2909,6060.19,Payment,Wallet,Success,0,2024-01-14 18:00:00
332,1220,9835.37,Payment,Card,Success,0,2024-01-14 19:00:00
333,2891,2432.97,Payment,Card,Success,0,2024-01-14 20:00:00
334,1533,6461.65,Payment,Card,Success,0,2024-01-14 21:00:00
335,1691,3043.5,Deposit,Card,Success,0,2024-01-14 22:00:00
336,2971,8988.27,Transfer,UPI,Success,0,2024-01-14 23:00:00
337,2390,5939.23,Deposit,UPI,Success,0,2024-01-15 00:00:00
338,1931,2082.7,Transfer,UPI,Success,0,2024-01-15 01:00:00
339,1840,2628.69,Payment,NetBanking,Success,0,2024-01-15 02:00:00
340,2766,4330.48,Payment,UPI,Success,0,2024-01-15 03:00:00
341,2010,1229.22,Withdrawal,UPI,Success,0,2024-01-15 04:00:00
342,2938,796.55,Withdrawal,Wallet,Success,0,2024-01-15 05:00:00
343,2573,6803.81,Deposit,Wallet,Success,0,2024-01-15 06:00:00
344,1581,4077.58,Transfer,Wallet,Success,0,2024-01-15 07:00:00
345,2139,7265,Deposit,Wallet,Success,0,2024-01-15 08:00:00
346,1238,1109.48,Withdrawal,UPI,Success,0,2024-01-15 09:00:00
347,2358,6102.56,Transfer,UPI,Success,0,2024-01-15 10:00:00
348,1440,4438.63,Deposit,NetBanking,Success,0,2024-01-15 11:00:00
349,1147,589.41,Withdrawal,Card,Success,0,2024-01-15 12:00:00
350,2032,5452.57,Payment,Card,Success,0,2024-01-15 13:00:00
351,2311,837.21,Deposit,Wallet,Success,0,2024-01-15 14:00:00
352,1387,8278.92,Payment,NetBanking,Success,0,2024-01-15 15:00:00
353,2073,6323.26,Deposit,UPI,Success,0,2024-01-15 16:00:00
354,2873,5574.11,Transfer,Card,Success,0,2024-01-15 17:00:00
355,2540,1343.36,Transfer,Wallet,Success,1,2024-01-15 18:00:00
356,1915,2881.7,Transfer,Wallet,Success,0,2024-01-15 19:00:00
357,2878,4933.83,Transfer,Card,Failed,0,2024-01-15 20:00:00
358,1637,6336.5,Withdrawal,Card,Success,0,2024-01-15 21:00:00
359,2610,1840.47,Payment,Card,Success,0,2024-01-15 22:00:00
360,2700,98.57,Withdrawal,UPI,Success,0,2024-01-15 23:00:00
361,1277,3454.15,Deposit,Card,Success,0,2024-01-16 00:00:00
362,2977,4833.89,Deposit,NetBanking,Failed,0,2024-01-16 01:00:00
363,2859,1852.49,Payment,NetBanking,Success,0,2024-01-16 02:00:00
364,1988,4926.73,Payment,Card,Success,0,2024-01-16 03:00:00
365,2323,3391.47,Withdrawal,UPI,Success,0,2024-01-16 04:00:00
366,2825,4556.35,Transfer,Wallet,Success,0,2024-01-16 05:00:00
367,1588,3481.1,Withdrawal,Card,Success,0,2024-01-16 06:00:00
368,2833,6288.39,Withdrawal,Card,Success,0,2024-01-16 07:00:00
